2022-03-27 17:25:04,439 INFO  Logger.cs: 70 - 
2022-03-27 17:35:41,455 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2022-03-27 17:35:41,455 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-27 17:35:41,455 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-03-27 17:35:41,456 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_hode-1
2022-03-27 17:35:41,456 INFO  ExportHelperExtension.cs: 1136 - Found 26 in gripper_hode-1
2022-03-27 17:35:41,459 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_hode-1
2022-03-27 17:35:41,468 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_left-1
2022-03-27 17:35:41,468 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_left-1
2022-03-27 17:35:41,469 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_left-1
2022-03-27 17:35:41,469 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_right-1
2022-03-27 17:35:41,469 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_right-1
2022-03-27 17:35:41,470 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_right-1
2022-03-27 17:35:41,875 INFO  SwAddin.cs: 339 - Loading config tree
2022-03-27 17:35:41,879 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-03-27 17:35:41,882 INFO  SwAddin.cs: 344 - Showing property manager
2022-03-27 17:35:52,258 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:35:52,504 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:36:16,226 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:36:31,993 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:36:59,101 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:37:09,417 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2022-03-27 17:37:09,418 INFO  SwAddin.cs: 299 - Save is required
2022-03-27 17:37:09,418 INFO  SwAddin.cs: 313 - Saving assembly
2022-03-27 17:37:09,418 INFO  SwAddin.cs: 316 - Opening property manager
2022-03-27 17:37:09,419 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2022-03-27 17:37:09,419 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1
2022-03-27 17:37:09,420 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2022-03-27 17:37:09,420 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-27 17:37:09,420 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-03-27 17:37:09,421 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_hode-1
2022-03-27 17:37:09,421 INFO  ExportHelperExtension.cs: 1136 - Found 26 in gripper_hode-1
2022-03-27 17:37:09,422 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_hode-1
2022-03-27 17:37:09,423 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_left-1
2022-03-27 17:37:09,424 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_left-1
2022-03-27 17:37:09,425 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_left-1
2022-03-27 17:37:09,426 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_right-1
2022-03-27 17:37:09,427 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_right-1
2022-03-27 17:37:09,427 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_right-1
2022-03-27 17:37:09,427 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2022-03-27 17:37:09,428 INFO  ExportHelperExtension.cs: 1136 - Found 31 in Assem1
2022-03-27 17:37:09,428 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2022-03-27 17:37:09,428 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-27 17:37:09,429 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-03-27 17:37:09,429 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_hode-1
2022-03-27 17:37:09,429 INFO  ExportHelperExtension.cs: 1136 - Found 26 in gripper_hode-1
2022-03-27 17:37:09,430 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_hode-1
2022-03-27 17:37:09,430 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_left-1
2022-03-27 17:37:09,431 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_left-1
2022-03-27 17:37:09,431 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_left-1
2022-03-27 17:37:09,431 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_right-1
2022-03-27 17:37:09,432 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_right-1
2022-03-27 17:37:09,432 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_right-1
2022-03-27 17:37:09,708 INFO  SwAddin.cs: 339 - Loading config tree
2022-03-27 17:37:09,708 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2022-03-27 17:37:09,710 INFO  SwAddin.cs: 344 - Showing property manager
2022-03-27 17:56:26,628 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:56:26,779 INFO  ExportPropertyManager.cs: 1136 - OnNumberBoxTrackingCompleted called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:56:47,973 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:57:09,567 INFO  ExportPropertyManager.cs: 1018 - OnComboboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:57:27,958 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2022-03-27 17:57:30,250 INFO  ExportHelperExtension.cs: 347 - Creating joint left_gripper
2022-03-27 17:57:30,258 INFO  ExportHelperExtension.cs: 1397 - Fixing components for gripper_head
2022-03-27 17:57:30,259 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2022-03-27 17:57:30,260 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2022-03-27 17:57:30,791 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-03-27 17:57:30,791 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-03-27 17:57:30,799 INFO  : 0 - L1: 1, System.Double[]
2022-03-27 17:57:30,802 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-03-27 17:57:31,012 INFO  ExportHelperExtension.cs: 1247 - Parent SW Component: gripper_hode-1
2022-03-27 17:57:31,013 INFO  ExportHelperExtension.cs: 1248 - Child SW Component: gripper_left-1
2022-03-27 17:57:31,013 INFO  ExportHelperExtension.cs: 1253 - Determining limit mate eligibility 
2022-03-27 17:57:31,015 INFO  ExportHelperExtension.cs: 1259 - Adding component entity: gripper_left-1
2022-03-27 17:57:31,016 INFO  ExportHelperExtension.cs: 1259 - Adding component entity: gripper_hode-1
2022-03-27 17:57:32,764 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent gripper_head to child left_gripper failed
2022-03-27 17:57:32,772 INFO  ExportHelperExtension.cs: 347 - Creating joint right_gripper
2022-03-27 17:57:32,773 INFO  ExportHelperExtension.cs: 1397 - Fixing components for gripper_head
2022-03-27 17:57:32,773 INFO  ExportHelperExtension.cs: 1402 - Fixing 25
2022-03-27 17:57:32,774 INFO  ExportHelperExtension.cs: 1409 - Component 25 is already fixed
2022-03-27 17:57:33,212 INFO  ExportHelperExtension.cs: 832 - R1: 0, 0
2022-03-27 17:57:33,213 INFO  ExportHelperExtension.cs: 841 - R2: 0, 0
2022-03-27 17:57:33,213 INFO  ExportHelperExtension.cs: 845 - L1: 1, System.Double[]
2022-03-27 17:57:33,213 INFO  ExportHelperExtension.cs: 857 - L2: 0
2022-03-27 17:57:33,352 INFO  ExportHelperExtension.cs: 1247 - Parent SW Component: gripper_hode-1
2022-03-27 17:57:33,352 INFO  ExportHelperExtension.cs: 1248 - Child SW Component: gripper_right-1
2022-03-27 17:57:33,353 INFO  ExportHelperExtension.cs: 1253 - Determining limit mate eligibility 
2022-03-27 17:57:33,353 INFO  ExportHelperExtension.cs: 1259 - Adding component entity: gripper_right-1
2022-03-27 17:57:33,353 INFO  ExportHelperExtension.cs: 1259 - Adding component entity: gripper_hode-1
2022-03-27 17:57:34,878 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent gripper_head to child right_gripper failed
2022-03-27 17:57:35,038 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2022-03-27 17:57:35,043 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Assem1
2022-03-27 17:57:35,044 INFO  ExportHelperExtension.cs: 1145 - Found 3 features of type [CoordSys] in Assem1
2022-03-27 17:57:35,044 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-27 17:57:35,044 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-03-27 17:57:35,045 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_hode-1
2022-03-27 17:57:35,045 INFO  ExportHelperExtension.cs: 1136 - Found 26 in gripper_hode-1
2022-03-27 17:57:35,046 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_hode-1
2022-03-27 17:57:35,046 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_left-1
2022-03-27 17:57:35,046 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_left-1
2022-03-27 17:57:35,047 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_left-1
2022-03-27 17:57:35,072 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from gripper_right-1
2022-03-27 17:57:35,073 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_right-1
2022-03-27 17:57:35,074 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in gripper_right-1
2022-03-27 17:57:35,074 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2022-03-27 17:57:35,074 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Assem1
2022-03-27 17:57:35,075 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [RefAxis] in Assem1
2022-03-27 17:57:35,075 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-27 17:57:35,075 INFO  ExportHelperExtension.cs: 1160 - 3 components to check
2022-03-27 17:57:35,076 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_hode-1
2022-03-27 17:57:35,076 INFO  ExportHelperExtension.cs: 1136 - Found 26 in gripper_hode-1
2022-03-27 17:57:35,077 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_hode-1
2022-03-27 17:57:35,077 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_left-1
2022-03-27 17:57:35,078 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_left-1
2022-03-27 17:57:35,078 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_left-1
2022-03-27 17:57:35,078 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from gripper_right-1
2022-03-27 17:57:35,079 INFO  ExportHelperExtension.cs: 1136 - Found 28 in gripper_right-1
2022-03-27 17:57:35,079 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in gripper_right-1
2022-03-27 17:57:35,142 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2022-03-27 17:58:23,771 INFO  AssemblyExportForm.cs: 253 - Completing URDF export
2022-03-27 17:58:23,777 INFO  ConfigurationSerialization.cs: 276 - URDF Configuration found
